Type,Colour,Brand,Img name
Jacket,Grey,Armani,HD_101783773_01.jpg
Smart jacket / coat,Blue,Reiss,HD_101783775_01.jpg
Long sleeved shirt,Blue,Calvin Klein,HD_101783797_01.jpg
Trousers,Black,Viyella,HD_101783806_01.jpg
Hoodie,Black,Firetrap,HD_101783817_01.jpg
Knee length skirt,Green,Hobbs,HD_101783900_01.jpg
Jacket,Blue,Aquascutum,HD_101783904_01.jpg
Jacket,Green,Unknown,HD_101783906_01.jpg
Trousers,Blue,Nicole Farhi,HD_101783917_01.jpg
Short sleeved shirt,Blue,Unknown,HD_101783966_01.jpg
Evening dress,Black,Unknown,HD_101783980_01.jpg
Evening dress,Black,Unknown,HD_101784008_01.jpg
Sleeveless top,White,Phase Eight,HD_101784034_01.jpg
Short sleeved shirt,Grey,Superdry,HD_101784055_01.jpg
Long dress,Orange,Unknown,HD_101784073_01.jpg
Jumper,Blue,Unknown,HD_101784080_01.jpg
Trousers,Beige,Unknown,HD_101784090_01.jpg
Calf length dress,Purple,Unknown,HD_101784093_01.jpg
Top,Black,Unknown,HD_101784108_01.jpg
Short sleeved T-shirt,White,Superdry,HD_101784111_01.jpg
Knee length dress,Cream,Kaliko,HD_101784126_01.jpg
Short sleeved shirt,Black,Unknown,HD_101784128_01.jpg
Casual jacket / coat,Pink,Unknown,HD_101784137_01.jpg
Full length dress,Brown,Zara,HD_101784150_01.jpg
Knee length dress,Red,Phase Eight,HD_101784152_01.jpg
Sleeveless,Blue,Boden,HD_101784191_01.jpg
Sleeveless,Purple,Boden,HD_101784200_01.jpg
Long sleeved shirt,Pink,Unknown,HD_101784219_01.jpg
Smock,Black,Gap,HD_101784233_01.jpg
Casual jacket / coat,Black,Unknown,HD_101784307_01.jpg
Smart jacket / coat,Red,Lands' End,HD_101784316_01.jpg
Knee length dress,Grey,Phase Eight,HD_101784322_01.jpg
Sleeveless,Blue,Jigsaw,HD_101784340_01.jpg
Jumpsuit,Black,Unknown,HD_101784351_01.jpg
Mini dress,Green,Unknown,HD_101784357_01.jpg
Mini dress,Black,Superdry,HD_101784380_01.jpg
Bomber jacket,Brown,Next,HD_101784396_01.jpg
Casual jacket / coat,Black,Unknown,HD_101784406_01.jpg
Knee length skirt,Cream,Joules,HD_101784417_01.jpg
Cocktail dress,Cream,Ted Baker,HD_101784429_01.jpg
Trousers,Purple,Per Una,HD_101784434_01.jpg
Jeans,Grey,Pierre Cardin,HD_101784452_01.jpg
Cargo pants,Beige,Monsoon,HD_101784463_01.jpg
Calf length dress,Black,Unknown,HD_101784498_01.jpg
Smart jacket / coat,Cream,Unknown,HD_101784521_01.jpg
Sleeveless,Pink,Next,HD_101784556_01.jpg
Trousers,Grey,Per Una,HD_101784563_01.jpg
Knee length dress,Brown,Jane Norman,HD_101784565_01.jpg
Strapless dress,Red,Unknown,HD_101784568_01.jpg
Sleeveless,Black,Unknown,HD_101784599_01.jpg
Raincoat,Blue,Unknown,HD_101784600_01.jpg
Long dress,Pink,Unknown,HD_101784602_01.jpg
Evening dress,Metallics,Unknown,HD_101784604_01.jpg
Dress,Black,Armani,HD_101784606_01.jpg
Long dress,Black,Unknown,HD_101784607_01.jpg
Skirt,Green,Monsoon,HD_101784614_01.jpg
Long dress,Green,Unknown,HD_101784630_01.jpg
Cardigan,Grey,Per Una,HD_101784647_01.jpg
Knee length dress,Red,Debenhams,HD_101784674_01.jpg
Full length dress,Pink,Zara,HD_101784700_01.jpg
Jacket,Brown,Unknown,HD_101784712_01.jpg
Jacket,Green,Unknown,HD_101784715_01.jpg
Bomber jacket,Black,Zara,HD_101784717_01.jpg
Skirt,Blue,Unknown,HD_101784718_01.jpg
Blazer,Grey,Unknown,HD_101784722_01.jpg
Smock,Blue,Unknown,HD_101784731_01.jpg
Knee length dress,Blue,Lands' End,HD_101784747_01.jpg
Dress,Black,Ralph Lauren,HD_101784770_01.jpg
Trenchcoat,Beige,Zara,HD_101784773_01.jpg
Trousers,Brown,Banana Republic,HD_101784826_01.jpg
Jacket,Grey,Unknown,HD_101784836_01.jpg
Blazer,Grey,Unknown,HD_101784844_01.jpg
Casual jacket / coat,Grey,Unknown,HD_101784846_01.jpg
Trousers,Black,Unknown,HD_101784847_01.jpg
Jacket,Black,Unknown,HD_101784903_01.jpg
Cocktail dress,Black,River Island,HD_101784906_01.jpg
Skirt,Green,Unknown,HD_101784915_01.jpg
Smart jacket / coat,Black,Banana Republic,HD_101784957_01.jpg
Jeans,White,Hugo Boss,HD_101784968_01.jpg
Sleeveless,Green,Unknown,HD_101784981_01.jpg
Sleeveless,Blue,Roman,HD_101784993_01.jpg
Skirt,Black,Planet,HD_101784995_01.jpg
Trousers,Grey,Armani,HD_101784996_01.jpg
Smart jacket / coat,Black,Laura Ashley,HD_101785003_01.jpg
Knee length skirt,Blue,FatFace,HD_101785019_01.jpg
Casual jacket / coat,Blue,Unknown,HD_101785049_01.jpg
Long dress,Cream,Unknown,HD_101785086_01.jpg
Long sleeved shirt,Blue,Charles Tyrwhitt,HD_101785103_01.jpg
Long sleeved shirt,Blue,Charles Tyrwhitt,HD_101785112_01.jpg
Sleeveless,Orange,Guess,HD_101785113_01.jpg
Smart jacket / coat,Green,Unknown,HD_101785126_01.jpg
Sleeveless,Green,Unknown,HD_101785161_01.jpg
Calf length dress,Purple,Unknown,HD_101785187_01.jpg
Long sleeved shirt,Purple,Unknown,HD_101785200_01.jpg
Knee length dress,Cream,Unknown,HD_101785205_01.jpg
Long sleeved shirt,Pink,Topman,HD_101785210_01.jpg
Trousers,Blue,ASOS,HD_101785217_01.jpg
Short sleeved shirt,Pink,Unknown,HD_101785223_01.jpg
Long sleeved shirt,Blue,Wallis,HD_101785235_01.jpg
Jumper,Blue,Unknown,HD_101785237_01.jpg
Calf length dress,Blue,Unknown,HD_101785239_01.jpg
Sleeveless,Blue,Mango,HD_101785260_01.jpg
Jacket,Brown,Unknown,HD_101785264_01.jpg
Long sleeved shirt,Blue,Unknown,HD_101785268_01.jpg
Long sleeved shirt,White,Unknown,HD_101785273_01.jpg
Knee length dress,Blue,Unknown,HD_101785277_01.jpg
Strapless dress,Beige,Lipsy,HD_101785442_01.jpg
Long skirt,Black,Unknown,HD_101785445_01.jpg
Trousers,Brown,Calvin Klein,HD_101785447_01.jpg
Mini dress,Pink,Unknown,HD_101785448_01.jpg
Full length dress,Grey,Unknown,HD_101785452_01.jpg
Trousers,Grey,Unknown,HD_101785506_01.jpg
Long dress,Grey,Monsoon,HD_101785534_01.jpg
Dress,White,Unknown,HD_101785575_01.jpg
Jeans,Blue,Unknown,HD_101785598_01.jpg
Raincoat,Green,Dannimac,HD_101785641_01.jpg
Bomber jacket,Beige,Topman,HD_101785662_01.jpg
Knee length skirt,Pink,Jacques Vert,HD_101785664_01.jpg
Casual jacket / coat,Brown,East,HD_101785754_01.jpg
Smart jacket / coat,Blue,Next,HD_101785764_01.jpg
Sleeveless,Grey,Unknown,HD_101785777_01.jpg
Casual jacket / coat,Purple,Kaliko,HD_101785824_01.jpg
Jeans,Blue,Lands' End,HD_101785837_01.jpg
Jeans,Blue,Versace,HD_101785854_01.jpg
Knee length skirt,Brown,Unknown,HD_101785873_01.jpg
T-shirt,Grey,French Connection,HD_101785910_01.jpg
Trousers,Black,Joseph,HD_101785958_01.jpg
T-Shirt,White,Abercrombie & Fitch,HD_101785966_01.jpg
Smart jacket / coat,Black,Unknown,HD_101785967_01.jpg
Trousers,Grey,Unknown,HD_101786004_01.jpg
Jumper,Brown,Unknown,HD_101786013_01.jpg
Knee length dress,Black,Topshop,HD_101786023_01.jpg
Blouse,Grey,Unknown,HD_101786033_01.jpg
Mini dress,Blue,ASOS,HD_101786039_01.jpg
Mini skirt,White,Unknown,HD_101786042_01.jpg
Short sleeved T-shirt,Red,John Lewis,HD_101786062_01.jpg
Jeans,Blue,Unknown,HD_101786064_01.jpg
Sleeveless top,Cream,Unknown,HD_101786132_01.jpg
Casual jacket / coat,Brown,Unknown,HD_101786137_01.jpg
Jacket,Pink,Unknown,HD_101786152_01.jpg
Short sleeved T-shirt,Yellow,F&F,HD_101786205_01.jpg
Smock top,Cream,Phase Eight,HD_101786223_01.jpg
Cropped trousers,Pink,George,HD_101786233_01.jpg
Jacket,Black,Jaeger,HD_101786240_01.jpg
Blouse,Black,Miss Selfridge,HD_101786260_01.jpg
Smart jacket / coat,Red,Unknown,HD_101786322_01.jpg
Pants,Orange,Topshop,HD_101786338_01.jpg
Sweatshirt,Black,Topman,HD_101786359_01.jpg
Vest,White,Unknown,HD_101786422_01.jpg
Jacket,Red,Precis,HD_101786431_01.jpg
Smart jacket / coat,Orange,Hobbs,HD_101786435_01.jpg
Blouse,Yellow,John Lewis,HD_101786465_01.jpg
Blouse,Grey,Unknown,HD_101786487_01.jpg
Polo shirt,Brown,Unknown,HD_101786489_01.jpg
Jumpsuit,Yellow,Boohoo,HD_101786511_01.jpg
Blouse,Pink,River Island,HD_101786529_01.jpg
Polo shirt,Orange,Unknown,HD_101786538_01.jpg
Short sleeved T-shirt,Pink,FatFace,HD_101786543_01.jpg
Polo shirt,Pink,Gap,HD_101786553_01.jpg
T-Shirt,Red,River Island,HD_101786568_01.jpg
Smock top,Orange,Per Una,HD_101786577_01.jpg
Sleeveless top,Purple,Unknown,HD_101786589_01.jpg
Blouse,Purple,Diane Von Furstenberg,HD_101786591_01.jpg
Knee length dress,Blue,Precis,HD_101786644_01.jpg
Smart jacket / coat,Black,J. Crew,HD_101786647_01.jpg
Coat,Grey,Next,HD_101786651_01.jpg
Evening dress,Black,Watters & Watters,HD_101786652_01.jpg
Blazer,Grey,Gerry Weber,HD_101786658_01.jpg
Smock,Black,Unknown,HD_101786661_01.jpg
Smock,Blue,Wallis,HD_101786666_01.jpg
Jacket,Black,G Star,HD_101786746_01.jpg
Jacket,Pink,Boden,HD_101786771_01.jpg
T-Shirt,Black,New Look,HD_101786835_01.jpg
Long skirt,Pink,Unknown,HD_101786860_01.jpg
Trousers,Black,Hugo Boss,HD_101786883_01.jpg
Long sleeved shirt,White,Topshop,HD_101786922_01.jpg
Trousers,Green,Unknown,HD_101786930_01.jpg
Knee length dress,Black,Unknown,HD_101786987_01.jpg
Smock top,Pink,Laura Ashley,HD_101786998_01.jpg
Trousers,Brown,Jaeger,HD_101786999_01.jpg
Sleeveless top,Pink,Viyella,HD_101787059_01.jpg
Evening dress,Blue,Unknown,HD_101787128_01.jpg
Long sleeved shirt,Black,Unknown,HD_101787146_01.jpg
Evening dress,Blue,Unknown,HD_101787156_01.jpg
Blazer,Brown,Unknown,HD_101787182_01.jpg
Jumper,Beige,Unknown,HD_101787197_01.jpg
Sleeveless,Black,Debenhams,HD_101787202_01.jpg
Leather jacket,Brown,Next,HD_101787229_01.jpg
Long sleeved shirt,Black,Unknown,HD_101787264_01.jpg
Knee length skirt,Pink,Principles,HD_101787277_01.jpg
Jacket,Brown,Superdry,HD_101787315_01.jpg
Casual jacket / coat,Pink,Wallis,HD_101787331_01.jpg
Long sleeved shirt,Blue,Unknown,HD_101787333_01.jpg
Knee length dress,Black,Principles,HD_101787354_01.jpg
T-Shirt,Beige,Unknown,HD_101787397_01.jpg
Trousers,Pink,French Connection,HD_101787553_01.jpg
Trousers,Grey,Next,HD_101787557_01.jpg
Sleeveless,Black,Oasis,HD_101787558_01.jpg
Trousers,Black,John Lewis,HD_101787568_01.jpg
Trousers,Cream,F&F,HD_101787580_01.jpg
Trousers,Beige,Unknown,HD_101787595_01.jpg
Mini dress,Black,Unknown,HD_101787640_01.jpg
Long sleeved shirt,Black,Topshop,HD_101787675_01.jpg
Sleeveless,Black,Unknown,HD_101787710_01.jpg
Knee length skirt,Grey,Unknown,HD_101787728_01.jpg
Cocktail dress,Blue,Principles,HD_101787730_01.jpg
Short sleeved shirt,Pink,Unknown,HD_101787738_01.jpg
Knee length dress,Brown,Linea,HD_101787747_01.jpg
Cocktail dress,Black,Unknown,HD_101787767_01.jpg
Jeans,Blue,Unknown,HD_101787770_01.jpg
Long sleeved shirt,Brown,Unknown,HD_101787779_01.jpg
Sleeveless,Purple,Boohoo,HD_101787809_01.jpg
Smock top,Green,Monsoon,HD_101787816_01.jpg
Short sleeved shirt,Yellow,Country Casuals,HD_101787821_01.jpg
Trousers,Blue,ASOS,HD_101787844_01.jpg
Casual jacket / coat,Brown,Unknown,HD_101787857_01.jpg
Short,Black,Diane Von Furstenberg,HD_101787860_01.jpg
Long sleeved shirt,White,Burberry,HD_101787865_01.jpg
Smart jacket / coat,Green,Unknown,HD_101787923_01.jpg
Long sleeved shirt,Red,Ted Baker,HD_101787950_01.jpg
Long sleeved shirt,Blue,Superdry,HD_101787975_01.jpg
Casual jacket / coat,Blue,Unknown,HD_101787992_01.jpg
Full length dress,Black,Unknown,HD_101788074_01.jpg
Knee length dress,Red,Dorothy Perkins,HD_101788362_01.jpg
Knee length dress,Beige,Unknown,HD_101788444_01.jpg
Knee length skirt,Blue,ASOS,HD_101788445_01.jpg
Evening dress,Black,Debut,HD_101788468_01.jpg
T-Shirt,Blue,Uniqlo,HD_101788482_01.jpg
Knee length dress,Metallics,Vila,HD_101788547_01.jpg
Knee length dress,Blue,Coast,HD_101788548_01.jpg
Evening dress,Black,Coast,HD_101788566_01.jpg
Jumper,Green,River Island,HD_101788568_01.jpg
Pencil skirt,Black,Watters & Watters,HD_101788572_01.jpg
Sleeveless,Black,River Island,HD_101788585_01.jpg
Skirt,Brown,Principles,HD_101788620_01.jpg
Cardigan,Orange,Unknown,HD_101788641_01.jpg
Casual jacket / coat,Black,Unknown,HD_101788642_01.jpg
Leather jacket,Black,Unknown,HD_101788701_01.jpg
Jumper,Blue,Unknown,HD_101788712_01.jpg
Casual jacket / coat,Black,Banana Republic,HD_101788713_01.jpg
Skirt,Black,Per Una,HD_101788726_01.jpg
Short sleeved shirt,Purple,Unknown,HD_101788736_01.jpg
Jacket,Blue,Unknown,HD_101788783_01.jpg
Mini skirt,Black,TU,HD_101788809_01.jpg
Short sleeved shirt,Yellow,Eastex,HD_101788831_01.jpg
Smock top,Brown,Wallis,HD_101788867_01.jpg
Short sleeved shirt,Black,Topshop,HD_101788904_01.jpg
Casual jacket / coat,Pink,Unknown,HD_101788943_01.jpg
Short,Purple,Unknown,HD_101788954_01.jpg
Jacket,Yellow,Unknown,HD_101788959_01.jpg
Long dress,Blue,Unknown,HD_101788970_01.jpg
Long sleeved shirt,Blue,Unknown,HD_101788997_01.jpg
Casual jacket / coat,Yellow,River Island,HD_101789009_01.jpg
Cocktail dress,Pink,ASOS,HD_101789012_01.jpg
Short,Blue,Unknown,HD_101789013_01.jpg
Casual jacket / coat,Pink,Unknown,HD_101789026_01.jpg
Casual jacket / coat,Metallics,Gerry Weber,HD_101789031_01.jpg
Dress,Blue,Unknown,HD_101789046_01.jpg
Jacket,Black,Unknown,HD_101789078_01.jpg
Skirt,Beige,Unknown,HD_101789143_01.jpg
Jeans,Blue,ASOS,HD_101789152_01.jpg
Sleeveless top,Grey,Banana Republic,HD_101789165_01.jpg
Trousers,Grey,Next,HD_101789170_01.jpg
Trousers,Black,Max Mara,HD_101789184_01.jpg
Mini dress,Blue,Whistles,HD_101789185_01.jpg
Trousers,Beige,Betty Barclay,HD_101789189_01.jpg
Cocktail dress,Black,Karen Millen,HD_101789195_01.jpg
Short,Red,Unknown,HD_101789197_01.jpg
Evening dress,Black,Jaeger,HD_101789201_01.jpg
Short,Black,French Connection,HD_101789204_01.jpg
Smart jacket / coat,Black,Unknown,HD_101789237_01.jpg
Trousers,Brown,Laura Ashley,HD_101789240_01.jpg
Trousers,Black,Hobbs,HD_101789256_01.jpg
Knee length dress,Black,Unknown,HD_101789276_01.jpg
Trousers,Brown,Unknown,HD_101789298_01.jpg
Sleeveless,Beige,Unknown,HD_101789330_01.jpg
Evening dress,Pink,Unknown,HD_101789335_01.jpg
Short,Black,Principles,HD_101789340_01.jpg
Calf length dress,Red,Little Mistress,HD_101789341_01.jpg
Jeans,Blue,Unknown,HD_101789353_01.jpg
Long sleeved shirt,Blue,Superdry,HD_101789356_01.jpg
Long dress,Purple,Unknown,HD_101789378_01.jpg
Trousers,Brown,Unknown,HD_101789385_01.jpg
Long skirt,Black,Unknown,HD_101789428_01.jpg
Jumper,Blue,Unknown,HD_101789438_01.jpg
Cocktail dress,Pink,L.K. Bennett,HD_101789493_01.jpg
Short,Black,Topshop,HD_101789526_01.jpg
Jacket,Purple,Viyella,HD_101789540_01.jpg
Calf length dress,Green,Unknown,HD_101789569_01.jpg
Smart jacket / coat,Black,Unknown,HD_101789573_01.jpg
Trousers,Brown,F&F,HD_101789605_01.jpg
Strapless dress,Green,Coast,HD_101789614_01.jpg
Knee length dress,Pink,Coast,HD_101789634_01.jpg
Mini dress,Black,Unknown,HD_101789662_01.jpg
T-Shirt,Black,Unknown,HD_101789684_01.jpg
Sleeveless top,Beige,Unknown,HD_101789732_01.jpg
Long sleeved shirt,Blue,Paul Smith,HD_101789736_01.jpg
Long sleeved shirt,White,Ted Baker,HD_101789754_01.jpg
Jacket,Grey,Ted Baker,HD_101789812_01.jpg
Long dress,Brown,Betty Jackson,HD_101789818_01.jpg
Mini dress,Cream,Unknown,HD_101789828_01.jpg
Calf length skirt,Blue,Unknown,HD_101789829_01.jpg
Skirt,Black,Unknown,HD_101789862_01.jpg
Long sleeved shirt,Blue,Reiss,HD_101789880_01.jpg
Smart jacket / coat,Blue,Next,HD_101789915_01.jpg
Long skirt,Purple,Paul Costelloe,HD_101790016_01.jpg
Jeans,Blue,Diesel,HD_101790024_01.jpg
Mini dress,Cream,Unknown,HD_101790049_01.jpg
Smart jacket / coat,Red,Unknown,HD_101790057_01.jpg
Short sleeved T-shirt,Blue,Unknown,HD_101790061_01.jpg
Smart jacket / coat,Brown,Karen Millen,HD_101790073_01.jpg
Casual jacket / coat,Black,Unknown,HD_101790101_01.jpg
Cocktail dress,Black,Unknown,HD_101790125_01.jpg
Jacket,Beige,Unknown,HD_101790138_01.jpg
Casual jacket / coat,Beige,Unknown,HD_101790141_01.jpg
Smart jacket / coat,Cream,Unknown,HD_101790151_01.jpg
Casual jacket / coat,Green,Diesel,HD_101790172_01.jpg
Casual jacket / coat,Orange,Unknown,HD_101790185_01.jpg
T-Shirt,Cream,Per Una,HD_101790237_01.jpg
Sleeveless top,Black,Joseph,HD_101790241_01.jpg
Smart jacket / coat,Grey,Autograph,HD_101790259_01.jpg
Knee length skirt,Cream,Reiss,HD_101790263_01.jpg
Jacket,Red,Unknown,HD_101790269_01.jpg
Jeggings,Purple,Unknown,HD_101790285_01.jpg
Raincoat,Brown,Unknown,HD_101790294_01.jpg
Knee length skirt,Black,Unknown,HD_101790303_01.jpg
Knee length dress,Black,Unknown,HD_101790304_01.jpg
Knee length dress,Cream,Coast,HD_101790324_01.jpg
Pants,Red,River Island,HD_101790326_01.jpg
Jeans,Brown,Tommy Hilfiger,HD_101790330_01.jpg
Casual jacket / coat,Black,Unknown,HD_101790331_01.jpg
Casual jacket / coat,Black,River Island,HD_101790332_01.jpg
Long sleeved shirt,White,Unknown,HD_101790346_01.jpg
Calf length dress,Pink,Jacques Vert,HD_101790362_01.jpg
Evening dress,Grey,Unknown,HD_101790368_01.jpg
Knee length skirt,Brown,Unknown,HD_101790386_01.jpg
Casual jacket / coat,Brown,Unknown,HD_101790396_01.jpg
Trousers,Blue,Hugo Boss,HD_101790415_01.jpg
Sleeveless,White,Unknown,HD_101790428_01.jpg
Long sleeved shirt,Blue,Ralph Lauren,HD_101790462_01.jpg
Sleeveless,Black,Topshop,HD_101790468_01.jpg
Trousers,Brown,Next,HD_101790479_01.jpg
Long sleeved shirt,Red,Lands' End,HD_101790484_01.jpg
Skirt,Grey,Uniqlo,HD_101790502_01.jpg
Jacket,Pink,Phase Eight,HD_101790552_01.jpg
Jeans,Black,Unknown,HD_101790554_01.jpg
Short,Purple,Phase Eight,HD_101790555_01.jpg
Trousers,White,Unknown,HD_101790583_01.jpg
Long dress,Blue,Unknown,HD_101790586_01.jpg
Blouse,Brown,Unknown,HD_101790636_01.jpg
Smart jacket / coat,Pink,Unknown,HD_101790644_01.jpg
Sleeveless top,Brown,Unknown,HD_101790683_01.jpg
Sleeveless,Grey,Next,HD_101790691_01.jpg
Knee length dress,Blue,Per Una,HD_101790703_01.jpg
Jacket,Blue,Unknown,HD_101790728_01.jpg
Jacket,Black,Unknown,HD_101790739_01.jpg
Blazer,Brown,Unknown,HD_101790763_01.jpg
Casual jacket / coat,Pink,Unknown,HD_101790844_01.jpg
Knee length dress,Black,Unknown,HD_101790867_01.jpg
Short sleeved T-shirt,Grey,Ralph Lauren,HD_101790885_01.jpg
Coat,Black,Unknown,HD_101790951_01.jpg
Trousers,Red,Ted Baker,HD_101790959_01.jpg
Dress,Green,Unknown,HD_101791023_01.jpg
Long sleeved shirt,Yellow,Monsoon,HD_101791038_01.jpg
Casual jacket / coat,Purple,Unknown,HD_101791068_01.jpg
Smock top,Green,Topshop,HD_101791085_01.jpg
Long dress,Black,Unknown,HD_101791122_01.jpg
Smart jacket / coat,Beige,George,HD_101791127_01.jpg
Calf length dress,Grey,Lands' End,HD_101791177_01.jpg
Smart jacket / coat,Green,Unknown,HD_101791202_01.jpg
Vest,Brown,Unknown,HD_101791207_01.jpg
Knee length dress,Black,Country Casuals,HD_101791222_01.jpg
Long sleeved shirt,Grey,River Island,HD_101791226_01.jpg
Knee length dress,Black,George,HD_101791235_01.jpg
Mini dress,Black,Unknown,HD_101791303_01.jpg
Jumper,White,Unknown,HD_101791305_01.jpg
Coat,Brown,Unknown,HD_101791386_01.jpg
T-Shirt,Black,Unknown,HD_101791389_01.jpg
Leather jacket,Brown,Unknown,HD_101791399_01.jpg
Short,Blue,Gap,HD_101791400_01.jpg
Skirt,Grey,Laura Ashley,HD_101791417_01.jpg
Coat,Black,Unknown,HD_101791420_01.jpg
Short,Black,Boohoo,HD_101791422_01.jpg
Jacket,Black,Next,HD_101791445_01.jpg
Strapless dress,Blue,Next,HD_101791446_01.jpg
Long dress,Blue,Gap,HD_101791456_01.jpg
Long dress,Black,Windsmoor,HD_101791478_01.jpg
Jacket,Beige,Dannimac,HD_101791543_01.jpg
Blouse,Green,Unknown,HD_101791561_01.jpg
Long sleeved shirt,Blue,Superdry,HD_101791570_01.jpg
Skirt,Beige,Aquascutum,HD_101791583_01.jpg
Sleeveless,Purple,Unknown,HD_101791599_01.jpg
Evening dress,Metallics,Unknown,HD_101791602_01.jpg
Trousers,Black,Unknown,HD_101791609_01.jpg
T-Shirt,Pink,Roman,HD_101791613_01.jpg
Jacket,Black,Unknown,HD_101791615_01.jpg
Sleeveless,Green,John Lewis,HD_101791616_01.jpg
T-Shirt,Pink,Unknown,HD_101791642_01.jpg
Trousers,Black,Betty Barclay,HD_101791661_01.jpg
Long dress,Blue,Unknown,HD_101791670_01.jpg
Sleeveless,Blue,Unknown,HD_101791684_01.jpg
Knee length skirt,Red,Laura Ashley,HD_101791738_01.jpg
Long dress,Brown,Unknown,HD_101791770_01.jpg
Short,Black,Oasis,HD_101791778_01.jpg
Raincoat,Blue,Unknown,HD_101791795_01.jpg
Jacket,White,River Island,HD_101791832_01.jpg
Jacket,Grey,Hugo Boss,HD_101791863_01.jpg
Blouse,Beige,Unknown,HD_101791873_01.jpg
Sleeveless,Brown,Per Una,HD_101791874_01.jpg
Top,Cream,Unknown,HD_101791878_01.jpg
Mini skirt,Yellow,River Island,HD_101791885_01.jpg
Jumper,Blue,ASOS,HD_101791886_01.jpg
Cocktail dress,Black,Unknown,HD_101791897_01.jpg
Evening dress,Blue,Unknown,HD_101791906_01.jpg
Blazer,Grey,New Look,HD_101791916_01.jpg
Jumper,Pink,Ralph Lauren,HD_101791917_01.jpg
Polo shirt,Grey,Lands' End,HD_101791920_01.jpg
Long sleeved shirt,Black,Unknown,HD_101791935_01.jpg
Short sleeved shirt,Grey,Unknown,HD_101791954_01.jpg
Casual jacket / coat,Beige,Uniqlo,HD_101791959_01.jpg
Casual jacket / coat,Brown,Zara,HD_101791971_01.jpg
Blouse,Pink,Unknown,HD_101792009_01.jpg
Long skirt,Brown,John Rocha,HD_101792010_01.jpg
Cardigan,Brown,Hugo Boss,HD_101792013_01.jpg
Jacket,Grey,Jaeger,HD_101792032_01.jpg
Jacket,Blue,Unknown,HD_101792055_01.jpg
Long skirt,Purple,Unknown,HD_101792060_01.jpg
Sleeveless,Purple,Unknown,HD_101792068_01.jpg
Sleeveless top,Yellow,Unknown,HD_101792072_01.jpg
Raincoat,Red,Unknown,HD_101792104_01.jpg
Cardigan,Pink,Country Casuals,HD_101792113_01.jpg
Strapless dress,Blue,French Connection,HD_101792134_01.jpg
Sleeveless top,Pink,Unknown,HD_101792156_01.jpg
Smart jacket / coat,Black,Next,HD_101792207_01.jpg
Long dress,Grey,Unknown,HD_101792239_01.jpg
Cardigan,Pink,F&F,HD_101792274_01.jpg
Long sleeved shirt,Red,Unknown,HD_101792279_01.jpg
Evening dress,Cream,Unknown,HD_101792289_01.jpg
Jeans,Grey,Unknown,HD_101792315_01.jpg
Sleeveless top,Blue,Reiss,HD_101792337_01.jpg
Sleeveless,Brown,Unknown,HD_101792342_01.jpg
Sleeveless top,Blue,Aquascutum,HD_101792374_01.jpg
Sweater,Brown,Unknown,HD_101792390_01.jpg
Jumper,Blue,Unknown,HD_101792424_01.jpg
Trousers,Brown,Unknown,HD_101792478_01.jpg
Dress,Blue,Lipsy,HD_101792564_01.jpg
Short sleeved shirt,Blue,Ted Baker,HD_101792637_01.jpg
Short,Purple,Monsoon,HD_101792645_01.jpg
Calf length dress,Blue,Per Una,HD_101792690_01.jpg
Jacket,Green,Unknown,HD_101792715_01.jpg
Sleeveless,Black,Unknown,HD_101792825_01.jpg
Smart jacket / coat,Cream,Lands' End,HD_101792835_01.jpg
Knee length dress,Grey,Unknown,HD_101792891_01.jpg
Long sleeved shirt,Black,Unknown,HD_101792918_01.jpg
Casual jacket / coat,Blue,Unknown,HD_101792949_01.jpg
Knee length dress,Grey,Wallis,HD_101792958_01.jpg
Long skirt,Purple,Unknown,HD_101792963_01.jpg
Cocktail dress,Black,Unknown,HD_101792978_01.jpg
Pencil skirt,Black,Ted Baker,HD_101793038_01.jpg
Casual jacket / coat,Purple,Unknown,HD_101793042_01.jpg
Cocktail dress,Purple,Unknown,HD_101793043_01.jpg
Long dress,Black,Unknown,HD_101793056_01.jpg
Knee length dress,Black,Unknown,HD_101793083_01.jpg
Knee length dress,Black,Apricot,HD_101793097_01.jpg
Trousers,Green,Unknown,HD_101793108_01.jpg
Smart jacket / coat,Grey,Unknown,HD_101793118_01.jpg
Knee length dress,Blue,Alexon,HD_101793134_01.jpg
Knee length skirt,Pink,Wallis,HD_101793152_01.jpg
Casual jacket / coat,Purple,Unknown,HD_101793156_01.jpg
Trousers,Black,Unknown,HD_101793157_01.jpg
Sleeveless,Green,Unknown,HD_101793226_01.jpg
